ph,peso(kg),diametro(cm),fruta
2.980056061215121,0.059878149750294235,8.303491590842546,0
2.619838729788578,0.05953442540685415,9.563557799518916,0
2.9835260039967797,0.04002895550972203,8.921555396075773,0
2.827374933897589,0.046538670981973715,5.919455307357724,0
2.9796852764538277,0.05591168868356689,9.392527289257345,0
2.9962554609022507,0.053653515797164396,7.639806415186798,0
3.3011095668329817,0.04724638171250618,8.080167914822297,0
3.425571264385673,0.05151977577399117,6.193315288388628,0
2.782536397100913,0.0349039648737482,6.811147966283792,0
3.5538546621444342,0.03742146584217939,7.660472124359365,0
3.5226422814563634,0.07037884116567261,8.67622907000284,0
2.849068882521561,0.06153406048406225,7.999572106412359,0
2.882853282777601,0.04359926242976013,8.891792111786806,0
3.283861518707557,0.05012430486683683,9.019915787191525,0
2.749892844023046,0.061883828413915924,7.91505903356157,0
3.4764055975888866,0.045580076117219905,9.870910821832613,0
2.3141467233687942,0.04363822784035835,6.319438985549266,0
3.0539690752586153,0.0375028726243184,8.580454722827229,0
3.1779046026131827,0.0540863091066414,7.627496823712367,0
2.6418864055616176,0.04924689096912829,7.514712206665156,0
3.322648222554302,0.05770537577659426,6.666292623261393,0
2.813684395263883,0.039556391085014075,8.098433409575795,0
2.6106544980836826,0.06563940886922819,7.8692664829266255,0
2.8575633821899573,0.059680662553460884,10.097680634197403,0
2.6626803373895074,0.049383776998165776,6.468320517607457,0
2.7914881923185115,0.05125907531158599,8.754943967244978,0
2.894928555158602,0.03172594383939123,9.329791836736913,0
2.6283147496934074,0.05267510627428062,8.337890800456554,0
3.3699739074426245,0.05520885371555249,9.162192880016656,0
3.711367501284045,0.026378184193360056,7.1816340450741505,0
1.4409793544732603,0.0299660943149377,4.469714157281025,1
1.6641428339470472,0.014793055204562094,5.3944011623246135,1
1.7111045631130362,0.03210280744601668,4.423323944390946,1
1.7391479513121229,0.029421907589493722,5.504170543839303,1
1.8134959338859056,0.03014255451493757,5.6056177393326285,1
1.9558908922590545,0.04232516120306274,5.068915458625325,1
1.4078083479140593,0.017801206287987942,4.684180691984795,1
1.8559478549708452,0.026977066993541368,5.546235184351429,1
1.5855647217941045,0.03484320299450866,5.590655454148837,1
1.6107064675275868,0.019093611972424766,5.394138270478515,1
1.6838658568135962,0.015769699738071765,5.627899665760395,1
1.9965403475721542,0.05442758371482061,5.429802299167033,1
2.2637719092101283,0.022426375921151542,3.902291104729456,1
2.2238398816073817,0.026436575389465033,5.3315442164754385,1
1.8509975508381378,0.0360263545362832,5.560007252461373,1
1.6036351048809698,0.026776174172110912,4.1203481736239596,1
1.8061161865577744,0.04592167292206268,4.992190386589295,1
1.8474551888064092,0.0344708293824078,4.6740882029804345,1
1.7900249047530454,0.0388195763328142,5.517693531897721,1
1.8930293348909282,0.02384122664384581,4.989574818299252,1
2.1487915852946973,0.022172625965881876,4.892816691216611,1
2.0960471910410896,0.036939336803123106,6.000482925691168,1
2.316585825819672,0.02192041492586981,4.179919179621766,1
1.6495648825178277,0.028110364055772004,5.600947809469078,1
1.8403664996443148,0.03055987372906792,4.995006394897633,1
1.186615941148901,0.04764279890862041,4.372760443119248,1
1.7415680819872719,0.02816659200931203,4.6228623819338805,1
2.1594772290636763,0.028186796945148383,4.4637934697445605,1
1.5919780936281505,0.020116757097369625,4.433510741624802,1
1.8595663916789105,0.043966457528199686,5.801944513617081,1
4.949233189686549,0.1354850277658819,19.67457790138751,2
5.674573470370598,0.2181067273190977,19.46796620496925,2
5.055805522468306,0.2712889278285874,20.48371545096928,2
5.3256227297925065,0.14133279925349912,20.020076670175115,2
5.255404105379771,0.16869249841659897,18.954154671759866,2
5.182045288604518,0.010990616339910858,20.304525595958076,2
4.585052092618715,0.09284972761820548,21.301923794421718,2
5.691029930158701,0.294459088802282,19.25140456677831,2
5.102235658509109,0.0984780015499182,20.193927307130025,2
5.129905687853622,-0.025730888157010773,21.8250975512224,2
4.5798693210906904,0.2687363010696313,20.910259775410296,2
5.025239279454428,0.22394055627440362,19.91967133924684,2
5.349146755184777,0.3603709972991016,19.092574459798183,2
4.941194832926771,0.2859826109940868,18.667535351783087,2
4.939315234552704,0.1456802384085918,19.453579830215762,2
5.518053966820888,0.23050026178467659,19.851358925405886,2
4.746319034507912,0.3199727051404109,21.258047518529576,2
5.2983360060392295,0.0648261490228283,20.132087565918372,2
4.999027971563395,0.25408672820420325,19.878343457021366,2
5.402671572910987,0.3138294948391097,21.198936512247315,2
5.299132439731051,0.04311260736433001,20.42893912277982,2
4.874777847075782,0.13223335793063368,20.449892954657983,2
4.9937001321529335,0.14968636083376513,18.978828382782993,2
4.933105387206564,0.15527971775815697,19.489877749545375,2
5.076838648790364,0.2374225039475507,21.52467663569874,2
4.988601994284422,0.43684604280469275,18.331287144950544,2
5.092837476664404,0.09509519696857899,19.485256238160012,2
4.607026434089086,0.17470939361958987,18.624037838232773,2
4.963153405245777,0.2622359780833432,19.480840175340763,2
5.576003653536401,0.1983067263718229,19.689344559336817,2
